Date,Hour,AMPM,Temp_C
6/16/2018,2:00:00,AM,11.637
6/16/2018,3:00:00,AM,12.195
6/16/2018,4:00:00,AM,13.762
6/16/2018,5:00:00,AM,14.098
6/16/2018,6:00:00,AM,15.27
6/16/2018,7:00:00,AM,16.654
6/16/2018,8:00:00,AM,15.581
6/16/2018,9:00:00,AM,16.392
6/16/2018,10:00:00,AM,18.485
6/16/2018,11:00:00,AM,16.415
6/16/2018,12:00:00,PM,15.748
6/16/2018,1:00:00,PM,15.008
6/16/2018,2:00:00,PM,12.847
6/16/2018,3:00:00,PM,12.461
6/16/2018,4:00:00,PM,12.147
6/16/2018,5:00:00,PM,12.896
6/16/2018,6:00:00,PM,13.233
6/16/2018,7:00:00,PM,14.577
6/16/2018,8:00:00,PM,15.175
6/16/2018,9:00:00,PM,15.652
6/16/2018,10:00:00,PM,14.864
6/16/2018,11:00:00,PM,13.425
6/17/2018,12:00:00,AM,12.823
6/17/2018,1:00:00,AM,12.171
6/17/2018,2:00:00,AM,11.492
6/17/2018,3:00:00,AM,12.074
6/17/2018,4:00:00,AM,14.553
6/17/2018,5:00:00,AM,14.505
6/17/2018,6:00:00,AM,15.294
6/17/2018,7:00:00,AM,16.01
6/17/2018,8:00:00,AM,15.748
6/17/2018,9:00:00,AM,14.529
6/17/2018,10:00:00,AM,14.864
6/17/2018,11:00:00,AM,15.438
6/17/2018,12:00:00,PM,16.392
6/17/2018,1:00:00,PM,15.986
6/17/2018,2:00:00,PM,15.103
6/17/2018,3:00:00,PM,13.305
6/17/2018,4:00:00,PM,12.823
6/17/2018,5:00:00,PM,12.678
6/17/2018,6:00:00,PM,14.074
6/17/2018,7:00:00,PM,14.553
6/17/2018,8:00:00,PM,15.891
6/17/2018,9:00:00,PM,16.558
6/17/2018,10:00:00,PM,16.582
6/17/2018,11:00:00,PM,16.106
6/18/2018,12:00:00,AM,14.17
6/18/2018,1:00:00,AM,13.666
6/18/2018,2:00:00,AM,12.992
6/18/2018,3:00:00,AM,12.219
6/18/2018,4:00:00,AM,13.016
6/18/2018,5:00:00,AM,14.218
6/18/2018,6:00:00,AM,15.533
6/18/2018,7:00:00,AM,16.392
6/18/2018,8:00:00,AM,16.987
6/18/2018,9:00:00,AM,17.344
6/18/2018,10:00:00,AM,15.031
6/18/2018,11:00:00,AM,16.844
6/18/2018,12:00:00,PM,15.915
6/18/2018,1:00:00,PM,19.698
6/18/2018,2:00:00,PM,17.201
6/18/2018,3:00:00,PM,15.318
6/18/2018,4:00:00,PM,13.81
6/18/2018,5:00:00,PM,13.714
6/18/2018,6:00:00,PM,13.522
6/18/2018,7:00:00,PM,14.242
6/18/2018,8:00:00,PM,14.912
6/18/2018,9:00:00,PM,16.082
6/18/2018,10:00:00,PM,16.534
6/18/2018,11:00:00,PM,16.368
6/19/2018,12:00:00,AM,15.676
6/19/2018,1:00:00,AM,14.553
6/19/2018,2:00:00,AM,14.05
6/19/2018,3:00:00,AM,13.858
6/19/2018,4:00:00,AM,13.546
6/19/2018,5:00:00,AM,13.69
6/19/2018,6:00:00,AM,14.194
6/19/2018,7:00:00,AM,15.127
6/19/2018,8:00:00,AM,16.392
6/19/2018,9:00:00,AM,16.463
6/19/2018,10:00:00,AM,15.915
6/19/2018,11:00:00,AM,13.906
6/19/2018,12:00:00,PM,14.098
6/19/2018,1:00:00,PM,15.605
6/19/2018,2:00:00,PM,18.628
6/19/2018,3:00:00,PM,15.199
6/19/2018,4:00:00,PM,14.649
6/19/2018,5:00:00,PM,14.29
6/19/2018,6:00:00,PM,13.954
6/19/2018,7:00:00,PM,13.594
6/19/2018,8:00:00,PM,14.194
6/19/2018,9:00:00,PM,14.433
6/19/2018,10:00:00,PM,14.888
6/19/2018,11:00:00,PM,15.605
6/20/2018,12:00:00,AM,15.461
6/20/2018,1:00:00,AM,15.055
6/20/2018,2:00:00,AM,14.816
6/20/2018,3:00:00,AM,14.05
6/20/2018,4:00:00,AM,13.978
6/20/2018,5:00:00,AM,13.858
6/20/2018,6:00:00,AM,13.714
6/20/2018,7:00:00,AM,13.786
6/20/2018,8:00:00,AM,13.858
6/20/2018,9:00:00,AM,14.074
6/20/2018,10:00:00,AM,14.481
6/20/2018,11:00:00,AM,15.223
6/20/2018,12:00:00,PM,15.318
6/20/2018,1:00:00,PM,16.058
6/20/2018,2:00:00,PM,16.868
6/20/2018,3:00:00,PM,15.748
6/20/2018,4:00:00,PM,15.055
6/20/2018,5:00:00,PM,14.816
6/20/2018,6:00:00,PM,14.481
6/20/2018,7:00:00,PM,14.194
6/20/2018,8:00:00,PM,14.05
6/20/2018,9:00:00,PM,14.218
6/20/2018,10:00:00,PM,14.96
6/20/2018,11:00:00,PM,15.843
6/21/2018,12:00:00,AM,15.485
6/21/2018,1:00:00,AM,15.079
6/21/2018,2:00:00,AM,15.223
6/21/2018,3:00:00,AM,15.247
6/21/2018,4:00:00,AM,14.649
6/21/2018,5:00:00,AM,14.242
6/21/2018,6:00:00,AM,14.098
6/21/2018,7:00:00,AM,13.906
6/21/2018,8:00:00,AM,14.026
6/21/2018,9:00:00,AM,14.242
6/21/2018,10:00:00,AM,14.697
6/21/2018,11:00:00,AM,15.986
6/21/2018,12:00:00,PM,18.081
6/21/2018,1:00:00,PM,23.641
6/21/2018,2:00:00,PM,18.961
6/21/2018,3:00:00,PM,20.46
6/21/2018,4:00:00,PM,16.32
6/21/2018,5:00:00,PM,15.509
6/21/2018,6:00:00,PM,13.714
6/21/2018,7:00:00,PM,13.762
6/21/2018,8:00:00,PM,13.401
6/21/2018,9:00:00,PM,13.762
6/21/2018,10:00:00,PM,14.026
6/21/2018,11:00:00,PM,15.055
6/22/2018,12:00:00,AM,16.201
6/22/2018,1:00:00,AM,17.272
6/22/2018,2:00:00,AM,16.773
6/22/2018,3:00:00,AM,16.177
6/22/2018,4:00:00,AM,15.7
6/22/2018,5:00:00,AM,15.461
6/22/2018,6:00:00,AM,14.409
6/22/2018,7:00:00,AM,14.29
6/22/2018,8:00:00,AM,14.098
6/22/2018,9:00:00,AM,14.433
6/22/2018,10:00:00,AM,16.177
6/22/2018,11:00:00,AM,17.082
6/22/2018,12:00:00,PM,18.937
6/22/2018,1:00:00,PM,21.032
6/22/2018,2:00:00,PM,22.753
6/22/2018,3:00:00,PM,20.412
6/22/2018,4:00:00,PM,17.415
6/22/2018,5:00:00,PM,15.629
6/22/2018,6:00:00,PM,15.533
6/22/2018,7:00:00,PM,13.57
6/22/2018,8:00:00,PM,13.281
6/22/2018,9:00:00,PM,13.016
6/22/2018,10:00:00,PM,13.522
6/22/2018,11:00:00,PM,14.074
6/23/2018,12:00:00,AM,15.939
6/23/2018,1:00:00,AM,17.225
6/23/2018,2:00:00,AM,18.2
6/23/2018,3:00:00,AM,17.915
6/23/2018,4:00:00,AM,14.649
6/23/2018,5:00:00,AM,13.738
6/23/2018,6:00:00,AM,16.129
6/23/2018,7:00:00,AM,14.984
6/23/2018,8:00:00,AM,14.768
6/23/2018,9:00:00,AM,13.522
6/23/2018,10:00:00,AM,14.122
6/23/2018,11:00:00,AM,16.844
6/23/2018,12:00:00,PM,17.772
6/23/2018,1:00:00,PM,19.341
6/23/2018,2:00:00,PM,21.151
6/23/2018,3:00:00,PM,22.776
6/23/2018,4:00:00,PM,20.15
6/23/2018,5:00:00,PM,16.939
6/23/2018,6:00:00,PM,15.127
6/23/2018,7:00:00,PM,14.625
6/23/2018,8:00:00,PM,13.425
6/23/2018,9:00:00,PM,12.751
6/23/2018,10:00:00,PM,12.775
6/23/2018,11:00:00,PM,15.008
6/24/2018,12:00:00,AM,15.796
6/24/2018,1:00:00,AM,16.153
6/24/2018,2:00:00,AM,17.082
6/24/2018,3:00:00,AM,17.32
6/24/2018,4:00:00,AM,17.415
6/24/2018,5:00:00,AM,14.266
6/24/2018,6:00:00,AM,13.93
6/24/2018,7:00:00,AM,16.225
6/24/2018,8:00:00,AM,15.079
6/24/2018,9:00:00,AM,14.816
6/24/2018,10:00:00,AM,12.823
6/24/2018,11:00:00,AM,13.233
6/24/2018,12:00:00,PM,15.055
6/24/2018,1:00:00,PM,16.177
6/24/2018,2:00:00,PM,17.582
6/24/2018,3:00:00,PM,18.771
6/24/2018,4:00:00,PM,20.15
6/24/2018,5:00:00,PM,18.414
6/24/2018,6:00:00,PM,15.27
6/24/2018,7:00:00,PM,14.529
6/24/2018,8:00:00,PM,13.449
6/24/2018,9:00:00,PM,12.34
6/24/2018,10:00:00,PM,11.977
6/24/2018,11:00:00,PM,12.823
6/25/2018,12:00:00,AM,14.673
6/25/2018,1:00:00,AM,15.915
6/25/2018,2:00:00,AM,16.701
6/25/2018,3:00:00,AM,17.344
6/25/2018,4:00:00,AM,17.439
6/25/2018,5:00:00,AM,14.266
6/25/2018,6:00:00,AM,13.281
6/25/2018,7:00:00,AM,13.786
6/25/2018,8:00:00,AM,15.986
6/25/2018,9:00:00,AM,15.175
6/25/2018,10:00:00,AM,14.505
6/25/2018,11:00:00,AM,12.871
6/25/2018,12:00:00,PM,13.69
6/25/2018,1:00:00,PM,14.697
6/25/2018,2:00:00,PM,17.368
6/25/2018,3:00:00,PM,18.438
6/25/2018,4:00:00,PM,18.319
6/25/2018,5:00:00,PM,18.652
6/25/2018,6:00:00,PM,16.392
6/25/2018,7:00:00,PM,14.864
6/25/2018,8:00:00,PM,14.146
6/25/2018,9:00:00,PM,13.522
6/25/2018,10:00:00,PM,12.896
6/25/2018,11:00:00,PM,12.823
6/26/2018,12:00:00,AM,13.858
6/26/2018,1:00:00,AM,16.106
6/26/2018,2:00:00,AM,16.106
6/26/2018,3:00:00,AM,17.177
6/26/2018,4:00:00,AM,17.772
6/26/2018,5:00:00,AM,15.796
6/26/2018,6:00:00,AM,11.565
6/26/2018,7:00:00,AM,11.346
6/26/2018,8:00:00,AM,15.461
6/26/2018,9:00:00,AM,16.01
6/26/2018,10:00:00,AM,15.342
6/26/2018,11:00:00,AM,14.05
6/26/2018,12:00:00,PM,13.401
6/26/2018,1:00:00,PM,13.81
6/26/2018,2:00:00,PM,15.915
6/26/2018,3:00:00,PM,18.2
6/26/2018,4:00:00,PM,19.436
6/26/2018,5:00:00,PM,19.46
6/26/2018,6:00:00,PM,17.225
6/26/2018,7:00:00,PM,15.867
6/26/2018,8:00:00,PM,14.457
6/26/2018,9:00:00,PM,14.146
6/26/2018,10:00:00,PM,13.882
6/26/2018,11:00:00,PM,13.642
6/27/2018,12:00:00,AM,13.834
6/27/2018,1:00:00,AM,15.7
6/27/2018,2:00:00,AM,16.082
6/27/2018,3:00:00,AM,16.773
6/27/2018,4:00:00,AM,17.463
6/27/2018,5:00:00,AM,17.891
6/27/2018,6:00:00,AM,14.553
6/27/2018,7:00:00,AM,12.461
6/27/2018,8:00:00,AM,13.473
6/27/2018,9:00:00,AM,14.553
6/27/2018,10:00:00,AM,15.748
6/27/2018,11:00:00,AM,15.247
6/27/2018,12:00:00,PM,13.425
6/27/2018,1:00:00,PM,13.281
6/27/2018,2:00:00,PM,13.93
6/27/2018,3:00:00,PM,15.581
6/27/2018,4:00:00,PM,16.534
6/27/2018,5:00:00,PM,17.153
6/27/2018,6:00:00,PM,16.701
6/27/2018,7:00:00,PM,15.39
6/27/2018,8:00:00,PM,14.29
6/27/2018,9:00:00,PM,13.786
6/27/2018,10:00:00,PM,13.618
6/27/2018,11:00:00,PM,13.329
6/28/2018,12:00:00,AM,13.088
6/28/2018,1:00:00,AM,13.618
6/28/2018,2:00:00,AM,14.337
6/28/2018,3:00:00,AM,14.936
6/28/2018,4:00:00,AM,16.082
6/28/2018,5:00:00,AM,16.463
6/28/2018,6:00:00,AM,15.39
6/28/2018,7:00:00,AM,12.703
6/28/2018,8:00:00,AM,12.485
6/28/2018,9:00:00,AM,13.305
6/28/2018,10:00:00,AM,16.463
6/28/2018,11:00:00,AM,15.366
6/28/2018,12:00:00,PM,14.673
6/28/2018,1:00:00,PM,14.266
6/28/2018,2:00:00,PM,14.098
6/28/2018,3:00:00,PM,14.194
6/28/2018,4:00:00,PM,14.481
6/28/2018,5:00:00,PM,15.819
6/28/2018,6:00:00,PM,16.368
6/28/2018,7:00:00,PM,16.201
6/28/2018,8:00:00,PM,15.27
6/28/2018,9:00:00,PM,14.601
6/28/2018,10:00:00,PM,14.146
6/28/2018,11:00:00,PM,14.05
6/29/2018,12:00:00,AM,13.642
6/29/2018,1:00:00,AM,13.81
6/29/2018,2:00:00,AM,13.93
6/29/2018,3:00:00,AM,14.601
6/29/2018,4:00:00,AM,15.772
6/29/2018,5:00:00,AM,16.177
6/29/2018,6:00:00,AM,15.509
6/29/2018,7:00:00,AM,13.497
6/29/2018,8:00:00,AM,13.088
6/29/2018,9:00:00,AM,15.223
6/29/2018,10:00:00,AM,16.463
6/29/2018,11:00:00,AM,16.058
6/29/2018,12:00:00,PM,15.461
6/29/2018,1:00:00,PM,13.401
6/29/2018,2:00:00,PM,12.847
6/29/2018,3:00:00,PM,13.161
6/29/2018,4:00:00,PM,14.601
6/29/2018,5:00:00,PM,15.485
6/29/2018,6:00:00,PM,15.485
6/29/2018,7:00:00,PM,16.177
6/29/2018,8:00:00,PM,16.106
6/29/2018,9:00:00,PM,14.314
6/29/2018,10:00:00,PM,13.281
6/29/2018,11:00:00,PM,12.703
6/30/2018,12:00:00,AM,12.727
6/30/2018,1:00:00,AM,12.751
6/30/2018,2:00:00,AM,13.233
6/30/2018,3:00:00,AM,15.414
6/30/2018,4:00:00,AM,15.533
6/30/2018,5:00:00,AM,16.272
6/30/2018,6:00:00,AM,17.13
6/30/2018,7:00:00,AM,15.581
6/30/2018,8:00:00,AM,14.96
6/30/2018,9:00:00,AM,17.701
6/30/2018,10:00:00,AM,17.724
6/30/2018,11:00:00,AM,21.413
6/30/2018,12:00:00,PM,16.034
6/30/2018,1:00:00,PM,15.103
6/30/2018,2:00:00,PM,12.92
6/30/2018,3:00:00,PM,13.016
6/30/2018,4:00:00,PM,14.457
6/30/2018,5:00:00,PM,16.344
6/30/2018,6:00:00,PM,18.01
6/30/2018,7:00:00,PM,19.294
6/30/2018,8:00:00,PM,18.2
6/30/2018,9:00:00,PM,17.439
6/30/2018,10:00:00,PM,14.505
6/30/2018,11:00:00,PM,13.353
7/1/2018,12:00:00,AM,13.016
7/1/2018,1:00:00,AM,12.606
7/1/2018,2:00:00,AM,12.847
7/1/2018,3:00:00,AM,14.002
7/1/2018,4:00:00,AM,16.058
7/1/2018,5:00:00,AM,16.963
7/1/2018,6:00:00,AM,17.653
7/1/2018,7:00:00,AM,18.01
7/1/2018,8:00:00,AM,17.153
7/1/2018,9:00:00,AM,17.819
7/1/2018,10:00:00,AM,17.677
7/1/2018,11:00:00,AM,19.936
7/1/2018,12:00:00,PM,16.868
7/1/2018,1:00:00,PM,15.843
7/1/2018,2:00:00,PM,14.314
7/1/2018,3:00:00,PM,13.618
7/1/2018,4:00:00,PM,13.473
7/1/2018,5:00:00,PM,14.433
7/1/2018,6:00:00,PM,16.368
7/1/2018,7:00:00,PM,17.653
7/1/2018,8:00:00,PM,17.915
7/1/2018,9:00:00,PM,17.51
7/1/2018,10:00:00,PM,15.843
7/1/2018,11:00:00,PM,14.673
7/2/2018,12:00:00,AM,14.146
7/2/2018,1:00:00,AM,13.473
7/2/2018,2:00:00,AM,13.329
7/2/2018,3:00:00,AM,14.218
7/2/2018,4:00:00,AM,15.103
7/2/2018,5:00:00,AM,16.511
7/2/2018,6:00:00,AM,17.605
7/2/2018,7:00:00,AM,18.438
7/2/2018,8:00:00,AM,18.509
7/2/2018,9:00:00,AM,17.582
7/2/2018,10:00:00,AM,16.868
7/2/2018,11:00:00,AM,16.82
7/2/2018,12:00:00,PM,20.436
7/2/2018,1:00:00,PM,16.725
7/2/2018,2:00:00,PM,15.796
7/2/2018,3:00:00,PM,14.098
7/2/2018,4:00:00,PM,14.218
7/2/2018,5:00:00,PM,14.84
7/2/2018,6:00:00,PM,15.008
7/2/2018,7:00:00,PM,16.677
7/2/2018,8:00:00,PM,17.249
7/2/2018,9:00:00,PM,17.13
7/2/2018,10:00:00,PM,17.13
7/2/2018,11:00:00,PM,15.939
7/3/2018,12:00:00,AM,14.792
7/3/2018,1:00:00,AM,14.314
7/3/2018,2:00:00,AM,13.978
7/3/2018,3:00:00,AM,14.17
7/3/2018,4:00:00,AM,14.816
7/3/2018,5:00:00,AM,15.39
7/3/2018,6:00:00,AM,16.249
7/3/2018,7:00:00,AM,17.296
7/3/2018,8:00:00,AM,17.819
7/3/2018,9:00:00,AM,17.843
7/3/2018,10:00:00,AM,20.579
7/3/2018,11:00:00,AM,20.65
7/3/2018,12:00:00,PM,23.04
7/3/2018,1:00:00,PM,16.939
7/3/2018,2:00:00,PM,16.249
7/3/2018,3:00:00,PM,15.438
7/3/2018,4:00:00,PM,14.745
7/3/2018,5:00:00,PM,15.414
7/3/2018,6:00:00,PM,15.485
7/3/2018,7:00:00,PM,15.843
7/3/2018,8:00:00,PM,16.129
7/3/2018,9:00:00,PM,16.487
7/3/2018,10:00:00,PM,16.463
7/3/2018,11:00:00,PM,17.011
7/4/2018,12:00:00,AM,16.558
7/4/2018,1:00:00,AM,15.605
7/4/2018,2:00:00,AM,15.318
7/4/2018,3:00:00,AM,15.581
7/4/2018,4:00:00,AM,15.414
7/4/2018,5:00:00,AM,15.7
7/4/2018,6:00:00,AM,16.415
7/4/2018,7:00:00,AM,17.058
7/4/2018,8:00:00,AM,17.701
7/4/2018,9:00:00,AM,17.867
7/4/2018,10:00:00,AM,17.13
7/4/2018,11:00:00,AM,15.509
7/4/2018,12:00:00,PM,16.677
7/4/2018,1:00:00,PM,17.177
7/4/2018,2:00:00,PM,16.439
7/4/2018,3:00:00,PM,16.153
7/4/2018,4:00:00,PM,15.247
7/4/2018,5:00:00,PM,15.008
7/4/2018,6:00:00,PM,15.151
7/4/2018,7:00:00,PM,15.605
7/4/2018,8:00:00,PM,17.011
7/4/2018,9:00:00,PM,17.558
7/4/2018,10:00:00,PM,17.891
7/4/2018,11:00:00,PM,18.129
7/5/2018,12:00:00,AM,17.653
7/5/2018,1:00:00,AM,17.011
7/5/2018,2:00:00,AM,15.963
7/5/2018,3:00:00,AM,15.724
7/5/2018,4:00:00,AM,15.724
7/5/2018,5:00:00,AM,15.915
7/5/2018,6:00:00,AM,16.773
7/5/2018,7:00:00,AM,17.32
7/5/2018,8:00:00,AM,17.867
7/5/2018,9:00:00,AM,18.2
7/5/2018,10:00:00,AM,18.271
7/5/2018,11:00:00,AM,20.913
7/5/2018,12:00:00,PM,24.267
7/5/2018,1:00:00,PM,24.315
7/5/2018,2:00:00,PM,18.343
7/5/2018,3:00:00,PM,16.892
7/5/2018,4:00:00,PM,16.773
7/5/2018,5:00:00,PM,15.7
7/5/2018,6:00:00,PM,15.581
7/5/2018,7:00:00,PM,15.676
7/5/2018,8:00:00,PM,17.177
7/5/2018,9:00:00,PM,18.105
7/5/2018,10:00:00,PM,18.224
7/5/2018,11:00:00,PM,18.675
7/6/2018,12:00:00,AM,19.246
7/6/2018,1:00:00,AM,19.389
7/6/2018,2:00:00,AM,17.915
7/6/2018,3:00:00,AM,17.011
7/6/2018,4:00:00,AM,16.487
7/6/2018,5:00:00,AM,16.153
7/6/2018,6:00:00,AM,16.32
7/6/2018,7:00:00,AM,17.249
7/6/2018,8:00:00,AM,18.01
7/6/2018,9:00:00,AM,18.675
7/6/2018,10:00:00,AM,19.793
7/6/2018,11:00:00,AM,20.388
7/6/2018,12:00:00,PM,19.912
7/6/2018,1:00:00,PM,20.365
7/6/2018,2:00:00,PM,19.246
7/6/2018,3:00:00,PM,17.106
7/6/2018,4:00:00,PM,16.892
7/6/2018,5:00:00,PM,16.511
7/6/2018,6:00:00,PM,15.963
7/6/2018,7:00:00,PM,15.724
7/6/2018,8:00:00,PM,15.867
7/6/2018,9:00:00,PM,16.987
7/6/2018,10:00:00,PM,17.819
7/6/2018,11:00:00,PM,17.867
7/7/2018,12:00:00,AM,17.772
7/7/2018,1:00:00,AM,18.533
7/7/2018,2:00:00,AM,17.368
7/7/2018,3:00:00,AM,16.63
7/7/2018,4:00:00,AM,17.034
7/7/2018,5:00:00,AM,16.534
7/7/2018,6:00:00,AM,16.344
7/7/2018,7:00:00,AM,16.296
7/7/2018,8:00:00,AM,16.415
7/7/2018,9:00:00,AM,17.201
7/7/2018,10:00:00,AM,17.558
7/7/2018,11:00:00,AM,17.796
7/7/2018,12:00:00,PM,18.033
7/7/2018,1:00:00,PM,19.294
7/7/2018,2:00:00,PM,19.532
7/7/2018,3:00:00,PM,18.057
7/7/2018,4:00:00,PM,17.13
7/7/2018,5:00:00,PM,17.177
7/7/2018,6:00:00,PM,16.034
7/7/2018,7:00:00,PM,15.796
7/7/2018,8:00:00,PM,15.581
7/7/2018,9:00:00,PM,15.629
7/7/2018,10:00:00,PM,16.153
7/7/2018,11:00:00,PM,16.773
7/8/2018,12:00:00,AM,17.391
7/8/2018,1:00:00,AM,18.152
7/8/2018,2:00:00,AM,17.653
7/8/2018,3:00:00,AM,16.439
7/8/2018,4:00:00,AM,14.074
7/8/2018,5:00:00,AM,17.011
7/8/2018,6:00:00,AM,16.654
7/8/2018,7:00:00,AM,16.344
7/8/2018,8:00:00,AM,16.177
7/8/2018,9:00:00,AM,16.129
7/8/2018,10:00:00,AM,16.677
7/8/2018,11:00:00,AM,17.32
7/8/2018,12:00:00,PM,17.629
7/8/2018,1:00:00,PM,19.151
7/8/2018,2:00:00,PM,21.175
7/8/2018,3:00:00,PM,19.674
7/8/2018,4:00:00,PM,17.819
7/8/2018,5:00:00,PM,16.987
7/8/2018,6:00:00,PM,16.534
7/8/2018,7:00:00,PM,15.891
7/8/2018,8:00:00,PM,15.414
7/8/2018,9:00:00,PM,15.223
7/8/2018,10:00:00,PM,15.748
7/8/2018,11:00:00,PM,16.201
7/9/2018,12:00:00,AM,17.772
7/9/2018,1:00:00,AM,18.366
7/9/2018,2:00:00,AM,18.057
7/9/2018,3:00:00,AM,17.201
